LivingArea,NumBedrooms,Pool,ListPrice,DwellingType
920,2,None,124900,Single Family - Detached
2527,2,Community,343500,Single Family - Detached
1656,3,Community,213000,Townhouse
2600,4,Both Private & Community,389000,Single Family - Detached
2642,5,None,152000,Single Family - Detached
1480,4,None,139900,Single Family - Detached
2243,2,Community,310000,Single Family - Detached
1963,4,Community,425000,Single Family - Detached
1394,2,Community,164900,Single Family - Detached
1394,3,None,149900,Single Family - Detached
1306,2,Community,255000,Apartment Style/Flat
1346,2,Community,79000,Apartment Style/Flat
3390,3,Private,715000,Single Family - Detached
1248,3,None,125000,Mfg/Mobile Housing
1656,2,Community,259900,Single Family - Detached
2248,3,None,349000,Single Family - Detached
1510,3,None,127000,Single Family - Detached
659,1,Community,60000,Loft Style
1594,3,Private,185000,Single Family - Detached
1238,3,None,155000,Single Family - Detached
3067,5,Private,348750,Single Family - Detached
1212,2,None,108500,Single Family - Detached
1438,3,Private,199900,Single Family - Detached
3336,4,Private,499000,Single Family - Detached
2258,4,Private,269900,Single Family - Detached
1806,3,Private,275000,Single Family - Detached
4105,4,Private,399890,Single Family - Detached
1815,3,None,94900,Mfg/Mobile Housing
1265,2,Community,105000,Single Family - Detached
1579,3,Private,210000,Single Family - Detached
2864,5,Community,138500,Single Family - Detached
2725,5,Private,309900,Single Family - Detached
1494,3,None,329900,Single Family - Detached
2542,2,Both Private & Community,389000,Single Family - Detached
2259,3,Private,449000,Single Family - Detached
2154,3,Private,202000,Single Family - Detached
1558,4,None,166000,Single Family - Detached
1370,3,Community,188500,Single Family - Detached
3400,4,None,281490,Single Family - Detached
1744,3,None,229000,Single Family - Detached
2057,3,None,224900,Single Family - Detached
1950,2,Community,359900,Single Family - Detached
1155,2,Community,88900,Apartment Style/Flat
1368,2,Community,109500,Mfg/Mobile Housing
1756,4,None,99500,Single Family - Detached
2279,3,None,284900,Single Family - Detached
2366,3,Community,161000,Single Family - Detached
780,2,None,117000,Single Family - Detached
1730,3,Private,204900,Single Family - Detached
1255,2,Community,155000,Townhouse
1566,2,Community,237900,Single Family - Detached
3877,4,None,359990,Single Family - Detached
2014,3,None,179000,Single Family - Detached
864,2,None,53900,Mfg/Mobile Housing
1950,4,Community,189900,Single Family - Detached
2669,3,None,287500,Single Family - Detached
1689,3,None,100000,Single Family - Detached
2546,5,Both Private & Community,339400,Single Family - Detached
1320,3,None,136900,Single Family - Detached
1514,3,None,120000,Single Family - Detached
1897,4,Private,189000,Single Family - Detached
1476,3,None,130000,Single Family - Detached
2168,5,Both Private & Community,249700,Single Family - Detached
1600,3,None,299900,Single Family - Detached
1074,2,Community,169000,Townhouse
1187,2,Community,142500,Townhouse
3000,4,None,550000,Single Family - Detached
1611,4,None,140000,Single Family - Detached
4424,7,Private,489900,Single Family - Detached
1726,3,None,167000,Single Family - Detached
1408,2,Community,139900,Patio Home
1651,2,Community,257000,Townhouse
2584,5,Community,264900,Single Family - Detached
3095,3,Private,799000,Single Family - Detached
2325,4,Private,212000,Single Family - Detached
836,2,None,65000,Single Family - Detached
3071,4,None,295000,Single Family - Detached
1299,3,Private,140000,Single Family - Detached
3072,3,Community,359900,Single Family - Detached
1296,3,None,329000,Mfg/Mobile Housing
1564,3,None,108900,Single Family - Detached
1311,3,None,116500,Single Family - Detached
1300,3,None,135000,Single Family - Detached
1467,2,Community,260000,Patio Home
1781,3,Private,240000,Single Family - Detached
1407,2,Community,179999,Townhouse
1407,2,Community,179999,Townhouse
1850,3,Private,249900,Single Family - Detached
3138,4,Both Private & Community,699900,Single Family - Detached
2024,3,Community,220000,Single Family - Detached
1971,4,Private,374900,Single Family - Detached
1564,3,Community,174900,Single Family - Detached
3562,4,Private,559000,Single Family - Detached
1520,4,None,110000,Single Family - Detached
1108,2,Community,139900,Single Family - Detached
1450,3,Community,56900,Townhouse
1180,3,None,140000,Single Family - Detached
940,2,Community,74900,Townhouse
1161,2,Community,159900,Apartment Style/Flat
2003,3,Private,249500,Single Family - Detached
2546,5,Private,279900,Single Family - Detached
3556,4,Private,585000,Single Family - Detached
2192,3,Private,275000,Single Family - Detached
1566,2,Community,119000,Gemini/Twin Home
1710,4,Private,149000,Single Family - Detached
3629,4,None,929900,Single Family - Detached
4737,5,Private,725000,Single Family - Detached
1353,2,None,140000,Single Family - Detached
1638,2,Community,157900,Single Family - Detached
1256,2,Community,230000,Apartment Style/Flat
2052,4,None,107500,Mfg/Mobile Housing
2424,4,None,128000,Single Family - Detached
1871,2,None,380000,Single Family - Detached
1784,4,None,249900,Single Family - Detached
1335,2,Community,239000,Apartment Style/Flat
3645,4,Community,675000,Single Family - Detached
1825,2,Community,226900,Single Family - Detached
1295,3,None,147500,Single Family - Detached
1053,3,None,169000,Single Family - Detached
1288,4,None,107500,Single Family - Detached
2162,2,Community,1179500,Loft Style
1545,2,Community,195000,Single Family - Detached
2864,5,None,225000,Single Family - Detached
1627,2,Community,219900,Single Family - Detached
2342,4,Both Private & Community,359900,Single Family - Detached
3060,3,Private,1995000,Single Family - Detached
2744,5,Private,299999,Single Family - Detached
1283,3,None,101000,Single Family - Detached
3635,5,Community,369900,Single Family - Detached
1325,2,Community,109000,Townhouse
2426,3,Private,498000,Single Family - Detached
2810,2,None,157000,Single Family - Detached
2306,4,None,373900,Single Family - Detached
2830,5,None,314900,Single Family - Detached
2986,3,Private,398000,Single Family - Detached
1533,2,None,224900,Single Family - Detached
2316,4,Private,290000,Single Family - Detached
2035,2,Community,229000,Single Family - Detached
2426,4,Private,330000,Single Family - Detached
2230,4,None,250000,Single Family - Detached
1341,3,None,115000,Single Family - Detached
1411,2,Community,89900,Apartment Style/Flat
1842,3,Private,199900,Single Family - Detached
1160,2,Community,119900,Single Family - Detached
1614,3,Community,133700,Single Family - Detached
1112,2,Community,121900,Apartment Style/Flat
1883,4,Community,205500,Single Family - Detached
1125,2,Community,95000,Gemini/Twin Home
2167,3,Community,449800,Single Family - Detached
2242,4,Private,285700,Single Family - Detached
1800,4,None,65000,Single Family - Detached
2274,4,Community,120000,Single Family - Detached
2042,3,None,309900,Single Family - Detached
6631,6,Private,835500,Single Family - Detached
1572,3,None,239900,Single Family - Detached
1668,3,Private,182000,Single Family - Detached
2706,4,Private,275000,Single Family - Detached
2118,4,Private,279000,Single Family - Detached
2910,4,Private,555000,Single Family - Detached
2180,3,Private,395000,Single Family - Detached
1846,3,Both Private & Community,190000,Single Family - Detached
1254,2,Community,80000,Townhouse
1790,3,Private,154900,Single Family - Detached
2972,5,None,255000,Single Family - Detached
1923,2,Both Private & Community,150000,Single Family - Detached
3460,4,Private,795000,Single Family - Detached
2291,4,Private,294000,Single Family - Detached
2164,4,None,179500,Single Family - Detached
1235,2,Community,131900,Single Family - Detached
1660,3,Private,279900,Single Family - Detached
2268,2,Community,294900,Single Family - Detached
3086,4,None,189900,Single Family - Detached
1655,3,Private,309900,Single Family - Detached
1967,4,None,157850,Single Family - Detached
970,2,None,129500,Single Family - Detached
560,1,Community,41900,Apartment Style/Flat
2573,4,Private,375000,Single Family - Detached
2482,3,None,285000,Single Family - Detached
1710,4,None,249900,Single Family - Detached
1415,2,Community,190000,Single Family - Detached
2188,4,Private,204900,Single Family - Detached
2323,2,Community,335000,Single Family - Detached
926,2,None,161900,Apartment Style/Flat
2288,4,Community,195000,Townhouse
1424,2,None,149900,Single Family - Detached
1116,2,Community,159900,Apartment Style/Flat
3508,5,Community,699000,Single Family - Detached
2732,5,None,269900,Single Family - Detached
1833,3,None,350000,Single Family - Detached
1690,4,None,101000,Single Family - Detached
2592,2,Both Private & Community,629000,Single Family - Detached
2422,3,None,399000,Single Family - Detached
1652,2,Community,205000,Townhouse
956,2,Community,65000,Apartment Style/Flat
1842,3,None,171800,Single Family - Detached
926,2,None,161900,Apartment Style/Flat
2000,3,None,241990,Single Family - Detached
5536,7,Community,530000,Single Family - Detached
856,2,Community,39900,Modular/Pre-Fab
888,2,None,259900,Single Family - Detached
2341,4,Private,274900,Single Family - Detached
792,2,Community,79900,Townhouse
1852,3,None,325000,Single Family - Detached
1817,3,Community,329500,Single Family - Detached
2803,5,Private,319000,Single Family - Detached
3123,5,Private,299900,Single Family - Detached
1607,2,Private,299900,Single Family - Detached
1432,3,None,132000,Single Family - Detached
4084,4,Private,625000,Single Family - Detached
2051,4,Private,273000,Single Family - Detached
2448,4,Private,300000,Single Family - Detached
1734,4,Community,175000,Single Family - Detached
1651,3,None,225000,Single Family - Detached
2831,3,Private,11000000,Single Family - Detached
1136,2,Community,117900,Townhouse
1741,4,None,152000,Single Family - Detached
1487,3,None,190500,Single Family - Detached
1373,3,None,127000,Single Family - Detached
2369,4,Private,294900,Single Family - Detached
1000,2,Community,84900,Apartment Style/Flat
1466,2,None,76000,Mfg/Mobile Housing
1481,3,Both Private & Community,375000,Single Family - Detached
2476,3,Private,389900,Single Family - Detached
2063,3,None,255850,Single Family - Detached
1320,4,None,35000,Single Family - Detached
2169,4,None,169999,Single Family - Detached
1903,3,Community,259900,Single Family - Detached
1132,3,None,148500,Single Family - Detached
752,1,Community,129900,Apartment Style/Flat
1883,4,None,259900,Single Family - Detached
1759,3,None,185000,Single Family - Detached
994,2,Community,89900,Townhouse
2612,4,None,450000,Single Family - Detached
1100,2,Community,156999,Townhouse
870,2,Community,80000,Townhouse
1727,4,None,139999,Single Family - Detached
2716,5,Private,304490,Single Family - Detached
1571,4,None,147500,Single Family - Detached
2851,5,None,294900,Single Family - Detached
1513,3,None,229900,Single Family - Detached
3176,5,None,273900,Single Family - Detached
1645,3,Private,166000,Single Family - Detached
1680,4,Private,207900,Single Family - Detached
3817,5,None,239000,Single Family - Detached
2578,4,Private,579000,Single Family - Detached
1406,3,Community,127900,Single Family - Detached
1871,4,None,169900,Single Family - Detached
1744,2,Private,355000,Single Family - Detached
807,1,Community,133000,Apartment Style/Flat
1212,2,Community,88500,Gemini/Twin Home
705,1,Private,45900,Townhouse
1486,3,Private,129900,Single Family - Detached
1780,3,None,192000,Single Family - Detached
1170,2,Community,215000,Apartment Style/Flat
1772,3,Community,204900,Townhouse
760,1,Community,47000,Townhouse
1559,3,None,94900,Single Family - Detached
1471,2,Community,235000,Townhouse
908,3,None,54990,Single Family - Detached
1763,3,Private,244899,Single Family - Detached
930,2,Community,124900,Apartment Style/Flat
926,2,None,161900,Apartment Style/Flat
1200,2,Community,109500,Townhouse
2683,5,None,234900,Single Family - Detached
2719,4,Private,534900,Single Family - Detached
3099,5,Private,399900,Single Family - Detached
1608,4,None,160000,Single Family - Detached
1489,3,None,54990,Single Family - Detached
1248,2,None,105000,Townhouse
4457,5,Private,484900,Single Family - Detached
1151,3,None,65000,Single Family - Detached
2730,4,Both Private & Community,275000,Single Family - Detached
1270,3,Community,95000,Apartment Style/Flat
1631,3,None,169750,Single Family - Detached
1398,3,None,135000,Single Family - Detached
1734,4,Private,164900,Single Family - Detached
1274,4,None,115000,Single Family - Detached
3193,5,None,409900,Single Family - Detached
1728,3,None,299000,Single Family - Detached
1280,4,Private,120000,Single Family - Detached
2761,3,None,221000,Single Family - Detached
1050,3,None,92900,Single Family - Detached
3638,4,Community,330000,Single Family - Detached
1878,3,None,339900,Single Family - Detached
1757,4,None,165000,Single Family - Detached
1750,2,Community,199000,Single Family - Detached
1890,3,Community,188400,Single Family - Detached
2194,3,Community,199999,Single Family - Detached
1314,4,None,130000,Single Family - Detached
800,1,Community,125000,Mfg/Mobile Housing
1600,3,None,149999,Single Family - Detached
5180,4,Private,1899000,Single Family - Detached
1992,4,Private,220000,Single Family - Detached
1407,2,Community,166000,Single Family - Detached
